ts,symbol,price,qty,side
1766690296479,BTCUSDT,88039.43,0.00058,sell
1766690296583,BTCUSDT,88135.07,0.00014,buy
1766692185773,BTCUSDT,88070.18,0.01543,sell
1766692390696,BTCUSDT,88267.24,0.00169,buy
1766692390696,BTCUSDT,88267.25,0.00096,buy
1766692760422,BTCUSDT,88267.16,0.00011,buy
1766692822500,BTCUSDT,88098.87,0.00212,sell
1766692835418,BTCUSDT,88267.1,0.00034,buy
1766692910397,BTCUSDT,88267.1,0.00057,buy
1766692925368,BTCUSDT,88267.1,0.00028,buy
1766693075607,BTCUSDT,88263.87,2e-05,buy
1766693159277,BTCUSDT,88260.73,0.0001,buy
1766693373887,BTCUSDT,88256.25,0.0001,buy
1766693375309,BTCUSDT,88256.23,5e-05,buy
1766693441912,BTCUSDT,88254.92,0.00011,buy
1766693450414,BTCUSDT,88254.75,8e-05,buy
1766693465312,BTCUSDT,88254.38,0.00057,buy
1766693495322,BTCUSDT,88253.61,3e-05,buy
1766693495349,BTCUSDT,88253.61,0.00011,buy
1766693615370,BTCUSDT,88251.38,6e-05,buy
1766693625792,BTCUSDT,88251.35,0.04889,buy
1766693625792,BTCUSDT,88251.36,0.00169,buy
1766693625792,BTCUSDT,88251.42,0.00343,buy
1766693625792,BTCUSDT,88251.48,0.00983,buy
1766693625792,BTCUSDT,88251.52,0.0357,buy
1766693720145,BTCUSDT,88249.92,0.00035,buy
1766693720145,BTCUSDT,88249.93,0.00057,buy
1766693728935,BTCUSDT,88249.77,0.00026,buy
1766693728935,BTCUSDT,88249.78,0.00185,buy
1766693751846,BTCUSDT,88249.6,0.0002,buy
1766693751846,BTCUSDT,88249.61,0.00037,buy
1766693858013,BTCUSDT,88249.42,0.01709,buy
1766693938935,BTCUSDT,88105.04,0.00045,sell
1766693975305,BTCUSDT,88246.56,2e-05,buy
1766694295812,BTCUSDT,88233.04,3e-05,buy
1766694295812,BTCUSDT,88233.05,8e-05,buy
1766694351210,BTCUSDT,88000.02,0.00055,sell
1766694363515,BTCUSDT,88000.0,9e-05,sell
1766694365299,BTCUSDT,88066.36,2e-05,buy
1766694365299,BTCUSDT,88230.72,4e-05,buy
1766694365522,BTCUSDT,88000.0,2e-05,sell
1766694372849,BTCUSDT,87953.0,0.00014,sell
1766694373451,BTCUSDT,87953.0,9e-05,sell
1766694373967,BTCUSDT,87953.0,0.0001,sell
1766694374506,BTCUSDT,87953.0,0.0115,sell
1766694374506,BTCUSDT,87952.88,0.00038,sell
1766694374506,BTCUSDT,87931.95,0.00225,sell
1766694374506,BTCUSDT,87931.94,0.00065,sell
1766694492406,BTCUSDT,87846.17,0.00111,sell
1766694508932,BTCUSDT,87846.33,0.00348,sell
1766694508932,BTCUSDT,87846.3,0.00652,sell
1766694510565,BTCUSDT,87846.3,0.00508,sell
1766694510565,BTCUSDT,87830.0,0.00025,sell
1766694511601,BTCUSDT,87812.5,0.0003,sell
1766694512453,BTCUSDT,87785.69,0.00858,sell
1766694513972,BTCUSDT,87785.69,0.01258,sell
1766694515433,BTCUSDT,87785.69,0.02502,sell
1766694515881,BTCUSDT,87785.69,0.01682,sell
1766694517138,BTCUSDT,87785.68,7e-05,sell
1766694788141,BTCUSDT,87608.98,0.00226,sell
1766694858870,BTCUSDT,87610.54,0.00033,sell
1766695082806,BTCUSDT,87620.79,0.00228,sell
1766695141243,BTCUSDT,87623.62,0.00097,sell
1766695179763,BTCUSDT,87932.91,8e-05,buy
1766695179763,BTCUSDT,87932.92,8e-05,buy
1766695351047,BTCUSDT,87632.64,0.00227,sell
1766695835304,BTCUSDT,87930.67,6e-05,buy
1766695835304,BTCUSDT,87930.68,0.0017,buy
1766695835304,BTCUSDT,87930.7,0.00391,buy
1766695835380,BTCUSDT,87930.7,0.00113,buy
1766695910465,BTCUSDT,87930.7,0.00071,sell
1766695939899,BTCUSDT,88027.92,0.00034,buy
1766696459920,BTCUSDT,88019.32,0.00485,buy
1766696525409,BTCUSDT,88018.17,0.00113,buy
1766696600414,BTCUSDT,88016.89,0.00113,buy
1766696615409,BTCUSDT,88016.78,0.00017,buy
1766696694376,BTCUSDT,88015.28,6e-05,buy
1766696750968,BTCUSDT,88014.96,3e-05,buy
1766696750968,BTCUSDT,88014.98,0.00031,buy
1766696795352,BTCUSDT,88013.91,3e-05,buy
1766696795352,BTCUSDT,88013.92,3e-05,buy
1766696905163,BTCUSDT,88010.57,0.00023,buy
1766696945317,BTCUSDT,88009.58,0.00034,buy
1766696990415,BTCUSDT,88009.52,0.00057,buy
1766697119609,BTCUSDT,88144.03,0.00047,buy
1766697125374,BTCUSDT,88143.91,6e-05,buy
1766697305276,BTCUSDT,88138.32,0.00034,buy
1766697320411,BTCUSDT,88137.88,0.00028,buy
1766697485340,BTCUSDT,88132.51,0.00113,buy
1766697495796,BTCUSDT,88132.15,0.00228,buy
1766697579668,BTCUSDT,87727.36,0.00013,sell
1766698580466,BTCUSDT,88103.94,0.00028,buy
1766699022612,BTCUSDT,87793.2,0.00045,sell
1766699105304,BTCUSDT,88097.08,0.0001,buy
1766699420476,BTCUSDT,88091.53,2e-05,buy
1766699428823,BTCUSDT,87806.31,0.00031,sell
1766699429456,BTCUSDT,88091.18,0.00031,buy
1766699502851,BTCUSDT,88089.15,0.00027,buy
1766699631576,BTCUSDT,88085.93,9e-05,buy
1766700058186,BTCUSDT,88073.56,0.00057,buy
1766700106063,BTCUSDT,87816.91,0.00025,sell
1766700275298,BTCUSDT,88069.59,0.00113,buy
1766700305286,BTCUSDT,88069.07,2e-05,buy
1766700342563,BTCUSDT,88067.95,2e-05,buy
1766700355013,BTCUSDT,87807.06,0.0067,sell
1766700503778,BTCUSDT,88058.47,2e-05,buy
1766700680312,BTCUSDT,88047.69,0.00057,buy
1766700692201,BTCUSDT,88047.05,0.00135,buy
1766700839904,BTCUSDT,88038.41,0.00018,buy
1766700923367,BTCUSDT,88034.15,0.00057,buy
1766701121876,BTCUSDT,88023.23,6e-05,buy
1766701520476,BTCUSDT,88002.35,0.00028,buy
1766701827821,BTCUSDT,87991.42,0.00211,buy
1766701957494,BTCUSDT,87737.15,0.0001,sell
1766701984994,BTCUSDT,87987.77,0.00244,buy
1766702170244,BTCUSDT,87985.44,0.00833,buy
1766702266802,BTCUSDT,87984.92,0.00134,buy
1766702719608,BTCUSDT,87940.76,7e-05,buy
1766702760984,BTCUSDT,87546.39,0.00021,sell
1766702816460,BTCUSDT,87839.44,0.00011,buy
1766702828275,BTCUSDT,87548.04,0.00051,sell
1766702839440,BTCUSDT,87545.18,0.00013,sell
1766702839440,BTCUSDT,87544.83,3e-05,sell
1766702850975,BTCUSDT,87520.01,0.00044,sell
1766702855082,BTCUSDT,87520.0,0.00011,sell
1766702855739,BTCUSDT,87520.0,0.00014,sell
1766702859316,BTCUSDT,87444.31,0.00064,sell
1766702859796,BTCUSDT,87444.31,1e-05,sell
1766702859796,BTCUSDT,87416.88,0.00038,sell
1766702859796,BTCUSDT,87361.63,0.00184,sell
1766702860035,BTCUSDT,87361.64,0.00019,sell
1766702861766,BTCUSDT,87361.69,0.00222,sell
1766702861982,BTCUSDT,87361.69,0.00211,sell
1766703143103,BTCUSDT,87361.69,3e-05,sell
1766703543684,BTCUSDT,87662.87,0.01911,buy
1766703543684,BTCUSDT,87662.88,0.02138,buy
1766703695276,BTCUSDT,87694.39,0.00057,buy
1766703785276,BTCUSDT,87691.11,0.00028,buy
1766703875344,BTCUSDT,87690.6,0.00114,buy
1766703905344,BTCUSDT,87690.57,0.00023,buy
1766703924909,BTCUSDT,87690.57,6e-05,buy
1766703935299,BTCUSDT,87690.57,6e-05,buy
1766703965317,BTCUSDT,87690.52,0.00114,buy
1766704280411,BTCUSDT,87695.62,4e-05,buy
1766704280752,BTCUSDT,87695.62,0.01034,buy
1766704280752,BTCUSDT,87695.64,0.00171,buy
1766704289942,BTCUSDT,87695.64,0.03829,buy
1766704355304,BTCUSDT,87784.25,0.0017,buy
1766704355304,BTCUSDT,87784.26,0.00114,buy
1766704380260,BTCUSDT,87480.81,0.00011,sell
1766704445441,BTCUSDT,87783.88,0.00011,buy
1766704490379,BTCUSDT,87783.62,0.00011,buy
1766704504358,BTCUSDT,87720.06,0.0002,sell
1766704511324,BTCUSDT,87783.48,0.0017,buy
1766704511324,BTCUSDT,87783.49,0.00398,buy
1766704512959,BTCUSDT,87685.26,0.00011,sell
1766704584479,BTCUSDT,87782.89,0.00011,buy
1766704631094,BTCUSDT,87782.54,0.00568,buy
1766704873947,BTCUSDT,87779.06,0.00012,buy
1766704880411,BTCUSDT,87778.78,6e-05,buy
1766704922534,BTCUSDT,87591.19,0.00967,sell
1766704936483,BTCUSDT,87591.19,1e-05,sell
1766704936483,BTCUSDT,87591.18,0.01206,sell
1766704936483,BTCUSDT,87555.7,0.09501,sell
1766705315283,BTCUSDT,87510.58,0.01178,sell
1766705336861,BTCUSDT,87758.82,0.00111,buy
1766705383811,BTCUSDT,87756.88,5e-05,buy
1766705405080,BTCUSDT,87500.02,0.01101,sell
1766705405080,BTCUSDT,87500.0,0.0015,sell
1766705405348,BTCUSDT,87755.69,0.00114,buy
1766705406479,BTCUSDT,87470.0,0.00114,sell
1766705408925,BTCUSDT,87464.6,0.00114,sell
1766705416502,BTCUSDT,87387.57,0.04707,sell
1766705416822,BTCUSDT,87754.88,0.02331,buy
1766705418326,BTCUSDT,87387.43,0.00273,sell
1766705419322,BTCUSDT,87383.18,0.0046,sell
1766705431700,BTCUSDT,87361.68,0.04173,sell
1766705431700,BTCUSDT,87361.64,0.03852,sell
1766705435779,BTCUSDT,87361.64,0.00351,sell
1766705595685,BTCUSDT,87275.0,0.00029,sell
1766705596694,BTCUSDT,87275.0,1e-05,sell
1766705598213,BTCUSDT,87263.0,2e-05,sell
1766705599480,BTCUSDT,87258.96,6e-05,sell
1766705628124,BTCUSDT,87258.96,1e-05,sell
1766705633159,BTCUSDT,87222.79,0.00089,sell
1766705642979,BTCUSDT,87207.52,0.00158,sell
1766705653479,BTCUSDT,87206.62,0.00115,sell
1766705760381,BTCUSDT,87180.1,0.01453,sell
1766705761460,BTCUSDT,87180.1,2e-05,sell
1766705763179,BTCUSDT,87180.1,0.00362,sell
1766705793127,BTCUSDT,87180.1,0.00092,sell
1766705797137,BTCUSDT,87180.1,0.00023,sell
1766705817774,BTCUSDT,87180.1,4e-05,sell
1766705855680,BTCUSDT,87180.1,7e-05,sell
1766705857271,BTCUSDT,87180.1,0.00037,sell
1766705857594,BTCUSDT,87180.1,0.00057,sell
1766705859996,BTCUSDT,87180.1,0.0002,sell
1766705860536,BTCUSDT,87180.1,0.00666,sell
1766705960395,BTCUSDT,87320.82,0.00114,buy
1766706018913,BTCUSDT,87318.65,0.00042,buy
1766706018913,BTCUSDT,87318.66,0.00084,buy
1766706150093,BTCUSDT,87027.95,0.00014,sell
1766706152375,BTCUSDT,87028.1,0.00011,sell
1766706186551,BTCUSDT,87028.86,0.0001,sell
1766706217759,BTCUSDT,87316.58,0.00011,buy
1766706285799,BTCUSDT,87020.76,0.00011,sell
1766706352079,BTCUSDT,87250.03,0.00011,buy
1766706418059,BTCUSDT,87020.76,0.00011,sell
1766706484370,BTCUSDT,87244.78,0.00011,buy
1766706522384,BTCUSDT,87022.5,0.00226,sell
1766706586007,BTCUSDT,87023.55,9e-05,sell
1766706713845,BTCUSDT,87241.24,0.01697,buy
1766706713845,BTCUSDT,87241.25,0.00927,buy
1766706747750,BTCUSDT,87028.44,0.00011,sell
1766706752718,BTCUSDT,87462.12,0.00017,buy
1766706815551,BTCUSDT,87460.82,0.00011,buy
1766707221200,BTCUSDT,87080.44,0.00098,sell
1766707511976,BTCUSDT,87093.22,0.0004,sell
1766707512788,BTCUSDT,87437.3,0.00039,buy
1766707583275,BTCUSDT,87434.82,8e-05,buy
1766707595780,BTCUSDT,87434.59,0.00057,buy
1766707625305,BTCUSDT,87434.01,0.00057,buy
1766707764683,BTCUSDT,87430.23,0.00057,buy
1766707802785,BTCUSDT,87103.47,0.01965,sell
1766707802888,BTCUSDT,87103.47,0.00103,sell
1766708000868,BTCUSDT,87248.85,0.00013,buy
1766708011152,BTCUSDT,87248.63,0.00011,buy
1766708048562,BTCUSDT,87248.33,0.00029,buy
1766708060389,BTCUSDT,87248.26,0.00011,buy
1766708090363,BTCUSDT,87248.04,0.00011,buy
1766708090411,BTCUSDT,87248.04,6e-05,buy
1766708160722,BTCUSDT,87247.08,0.00016,buy
1766708381147,BTCUSDT,87030.41,0.00031,sell
1766708482477,BTCUSDT,87238.53,0.00018,buy
1766708522475,BTCUSDT,87100.1,0.00036,sell
1766708545462,BTCUSDT,87237.1,0.00118,buy
1766708676416,BTCUSDT,87033.62,0.00171,sell
1766708752541,BTCUSDT,87035.83,0.0007,sell
1766708795233,BTCUSDT,87037.63,0.00012,sell
1766708911866,BTCUSDT,87041.1,0.00573,sell
1766708911996,BTCUSDT,87020.74,0.00013,sell
1766708911996,BTCUSDT,87000.01,0.00014,sell
1766709020414,BTCUSDT,87213.06,0.00057,buy
1766709121451,BTCUSDT,87002.5,0.03778,sell
1766709121570,BTCUSDT,87212.41,0.02989,buy
1766709121570,BTCUSDT,87212.42,0.00181,buy
1766709121570,BTCUSDT,87212.5,0.01101,buy
1766709121570,BTCUSDT,87212.59,0.00025,buy
1766709236826,BTCUSDT,87341.4,6e-05,buy
1766709437085,BTCUSDT,87319.19,0.00042,buy
1766709466808,BTCUSDT,87318.63,0.00045,buy
1766709518984,BTCUSDT,87316.8,0.00034,buy
1766709559618,BTCUSDT,87315.75,0.00021,buy
1766709596921,BTCUSDT,87314.54,6e-05,buy
1766709596921,BTCUSDT,87314.55,0.00174,buy
1766709720148,BTCUSDT,87309.53,0.00071,buy
1766709732591,BTCUSDT,87309.11,0.00071,buy
1766709754742,BTCUSDT,87308.17,0.00071,buy
1766709764219,BTCUSDT,87292.18,0.00072,buy
1766709766428,BTCUSDT,87292.07,0.00094,buy
1766709774749,BTCUSDT,87264.35,0.00072,buy
1766709785170,BTCUSDT,87263.63,0.00071,buy
1766709793653,BTCUSDT,87017.77,0.00018,sell
1766709793739,BTCUSDT,87017.77,0.00714,sell
1766709793987,BTCUSDT,87000.0,0.00458,sell
1766709799046,BTCUSDT,87262.83,0.00071,buy
1766709808317,BTCUSDT,87181.08,0.00071,buy
1766709820774,BTCUSDT,87180.38,3e-05,buy
1766709825714,BTCUSDT,87180.26,0.00071,buy
1766709836979,BTCUSDT,87179.84,0.00071,buy
1766709845787,BTCUSDT,87179.57,0.00015,buy
1766709931864,BTCUSDT,87176.24,4e-05,buy
1766709951902,BTCUSDT,87175.52,0.00015,buy
1766710066114,BTCUSDT,87171.79,8e-05,buy
1766710116915,BTCUSDT,87169.58,0.00019,buy
1766710187543,BTCUSDT,87167.6,8e-05,buy
1766710194282,BTCUSDT,87167.4,0.00035,buy
1766710249870,BTCUSDT,87165.88,0.00017,buy
1766710286838,BTCUSDT,87165.78,0.00018,buy
1766710385013,BTCUSDT,87296.47,0.00081,buy
1766710430497,BTCUSDT,87294.66,0.00011,buy
1766710466847,BTCUSDT,87293.47,0.00012,buy
1766710547764,BTCUSDT,87290.39,0.00037,buy
1766710565379,BTCUSDT,87289.51,0.00051,buy
1766710646015,BTCUSDT,87286.41,0.00169,buy
1766710661290,BTCUSDT,87285.86,0.00018,buy
1766710663021,BTCUSDT,87285.72,0.00032,buy
1766710699539,BTCUSDT,86968.67,0.00017,sell
1766710818442,BTCUSDT,87280.72,0.0007,buy
1766710849571,BTCUSDT,87280.17,4e-05,buy
1766710859591,BTCUSDT,87279.98,0.00152,buy
1766710862548,BTCUSDT,86974.19,0.00133,sell
1766710865392,BTCUSDT,87279.91,0.00019,buy
1766710892964,BTCUSDT,87279.82,0.00011,buy
1766710940416,BTCUSDT,87279.51,0.00017,buy
1766710940416,BTCUSDT,87279.51,0.00035,buy
1766710947601,BTCUSDT,87279.5,0.00022,buy
1766711009854,BTCUSDT,87279.5,0.00024,buy
1766711015988,BTCUSDT,87279.5,0.00017,buy
1766711028245,BTCUSDT,87279.5,0.00021,buy
1766711045353,BTCUSDT,87279.5,6e-05,buy
1766711045410,BTCUSDT,87279.5,0.00011,buy
1766711046429,BTCUSDT,87279.5,0.0007,buy
1766711102736,BTCUSDT,87279.6,0.00116,buy
1766711116572,BTCUSDT,87279.6,0.00055,buy
1766711174221,BTCUSDT,87345.71,0.00121,buy
1766711176822,BTCUSDT,87345.71,0.0004,buy
1766711192293,BTCUSDT,87345.65,0.00065,buy
1766711280720,BTCUSDT,87345.4,9e-05,buy
1766711291801,BTCUSDT,87345.35,0.00019,buy
1766711381455,BTCUSDT,87344.73,0.00109,buy
1766711383633,BTCUSDT,87344.73,9e-05,buy
1766711421203,BTCUSDT,87344.51,0.00017,buy
1766711510411,BTCUSDT,87345.97,0.0012,buy
1766711612690,BTCUSDT,87345.84,0.00022,buy
1766711615343,BTCUSDT,87345.83,5e-05,buy
1766711675351,BTCUSDT,87345.54,6e-05,buy
1766711745365,BTCUSDT,87154.09,5e-05,sell
1766711745365,BTCUSDT,87154.08,6e-05,sell
1766712196767,BTCUSDT,87345.79,0.00011,buy
1766712755408,BTCUSDT,87346.0,0.00539,buy
1766712755408,BTCUSDT,87464.85,0.00032,buy
1766713034043,BTCUSDT,87461.61,2e-05,buy
1766713227483,BTCUSDT,87200.96,0.00011,sell
1766713697196,BTCUSDT,87457.45,0.00104,buy
1766713697196,BTCUSDT,87457.68,0.00157,buy
1766713697313,BTCUSDT,87457.68,0.00347,buy
1766713697351,BTCUSDT,87457.68,0.0023,buy
1766714256850,BTCUSDT,87464.99,5e-05,buy
1766714435346,BTCUSDT,87464.9,0.00074,buy
1766714512194,BTCUSDT,87464.95,0.00014,buy
1766714525410,BTCUSDT,87464.95,0.00057,buy
1766714579939,BTCUSDT,87465.0,0.00025,buy
1766714735342,BTCUSDT,87528.76,6e-05,buy
1766714735342,BTCUSDT,87528.77,0.00017,buy
1766714840441,BTCUSDT,87529.0,0.00025,buy
1766714840441,BTCUSDT,87536.17,3e-05,buy
1766714840485,BTCUSDT,87545.15,0.00023,buy
1766714915350,BTCUSDT,87545.11,4e-05,buy
1766714915350,BTCUSDT,87545.12,7e-05,buy
1766714975313,BTCUSDT,87545.18,0.00011,buy
1766714988838,BTCUSDT,87545.18,2e-05,buy
1766715020519,BTCUSDT,87642.61,0.00028,buy
1766715050437,BTCUSDT,87642.27,0.00171,buy
1766715165266,BTCUSDT,87641.36,0.00275,buy
1766715165434,BTCUSDT,87641.36,0.00304,buy
1766715166882,BTCUSDT,87641.36,0.01066,buy
1766715166882,BTCUSDT,87641.4,0.01613,buy
1766715167143,BTCUSDT,87643.05,0.00243,buy
1766715167171,BTCUSDT,87643.05,0.00438,buy
1766715167532,BTCUSDT,87643.05,0.0025,buy
1766715167555,BTCUSDT,87643.05,0.00079,buy
1766715231272,BTCUSDT,87774.59,0.00034,buy
1766715232278,BTCUSDT,87775.0,0.0002,buy
1766715233285,BTCUSDT,87778.84,2e-05,buy
1766715234308,BTCUSDT,87785.68,6e-05,buy
1766715238830,BTCUSDT,87785.68,1e-05,buy
1766715239837,BTCUSDT,87812.49,0.00105,buy
1766715240368,BTCUSDT,87537.84,0.00056,sell
1766715244279,BTCUSDT,87812.5,0.00029,buy
1766715245286,BTCUSDT,87812.5,1e-05,buy
1766715256171,BTCUSDT,87891.18,0.00036,buy
1766715256171,BTCUSDT,87891.19,0.00392,buy
1766715260410,BTCUSDT,87891.23,5e-05,buy
1766715260410,BTCUSDT,87931.94,6e-05,buy
1766715264056,BTCUSDT,87604.87,0.00019,buy
1766715277279,BTCUSDT,87931.94,0.00059,buy
1766715280582,BTCUSDT,87952.88,0.00038,buy
1766715281153,BTCUSDT,87981.0,0.00025,buy
1766715281173,BTCUSDT,88000.0,0.00459,buy
1766715291261,BTCUSDT,88072.78,0.03169,buy
1766715291501,BTCUSDT,88072.79,0.00013,buy
1766715302479,BTCUSDT,88219.65,0.00847,buy
1766715305314,BTCUSDT,88312.38,0.00011,buy
1766715309305,BTCUSDT,88312.38,6e-05,buy
1766715309305,BTCUSDT,88312.39,7e-05,buy
1766715312130,BTCUSDT,88350.0,0.0003,buy
1766715313986,BTCUSDT,88422.28,0.00137,buy
1766715313986,BTCUSDT,88422.29,0.00065,buy
1766715313986,BTCUSDT,88435.06,0.00857,buy
1766715314419,BTCUSDT,88449.14,0.00011,buy
1766715314419,BTCUSDT,88452.0,0.02747,buy
1766715335405,BTCUSDT,88455.17,3e-05,buy
1766715335405,BTCUSDT,88482.23,0.00054,buy
1766715361036,BTCUSDT,88482.04,0.00018,buy
1766715362444,BTCUSDT,88492.17,0.00038,buy
1766715363813,BTCUSDT,88500.0,0.0015,buy
1766715422710,BTCUSDT,88548.13,0.00069,buy
1766715423656,BTCUSDT,88548.25,0.00582,buy
1766715423656,BTCUSDT,88548.26,0.00088,buy
1766715423717,BTCUSDT,88567.44,0.00156,buy
1766715535276,BTCUSDT,88603.4,3e-05,buy
1766715558854,BTCUSDT,88603.57,0.00012,buy
1766715609571,BTCUSDT,88664.38,0.00025,buy
1766715610127,BTCUSDT,88664.38,1e-05,buy
1766715610641,BTCUSDT,88685.23,0.00123,buy
1766715610641,BTCUSDT,88686.0,0.00025,buy
1766715611648,BTCUSDT,88710.6,0.00152,buy
1766715612655,BTCUSDT,88729.6,0.0003,buy
1766715616765,BTCUSDT,88829.83,0.00084,buy
1766715616765,BTCUSDT,88839.1,7e-05,buy
1766715616765,BTCUSDT,88887.5,0.0003,buy
1766715616765,BTCUSDT,88896.99,0.00011,buy
1766715616765,BTCUSDT,88897.0,0.0577,buy
1766715616788,BTCUSDT,88897.0,0.0517,buy
1766715617570,BTCUSDT,88897.0,0.05843,buy
1766715617605,BTCUSDT,88897.0,0.03252,buy
1766715617605,BTCUSDT,88900.57,0.00011,buy
1766715617605,BTCUSDT,88902.65,0.00031,buy
1766715619780,BTCUSDT,88912.34,5e-05,buy
1766715619780,BTCUSDT,88915.38,0.00064,buy
1766715627070,BTCUSDT,89000.0,0.00454,buy
1766715683351,BTCUSDT,88733.24,0.00028,sell
1766715687165,BTCUSDT,89034.76,0.00038,buy
1766715904036,BTCUSDT,89108.11,0.00011,buy
1766715904616,BTCUSDT,88745.32,0.00325,sell
1766715905701,BTCUSDT,89108.11,0.00014,buy
1766715906166,BTCUSDT,89108.11,1e-05,buy
1766715906166,BTCUSDT,89123.45,0.01639,buy
1766715906219,BTCUSDT,89127.85,0.00071,buy
1766715906999,BTCUSDT,89137.55,0.00012,buy
1766715908923,BTCUSDT,89168.43,0.00258,buy
1766715908923,BTCUSDT,89168.44,0.00052,buy
1766715910151,BTCUSDT,89175.17,0.00029,buy
1766715910165,BTCUSDT,89180.0,0.00098,buy
1766715910165,BTCUSDT,89190.29,0.00088,buy
1766715910761,BTCUSDT,88874.41,0.0025,sell
1766715911718,BTCUSDT,88874.43,0.00386,sell
1766715921966,BTCUSDT,89218.09,0.0477,buy
1766715924127,BTCUSDT,89240.04,0.00156,buy
1766715970322,BTCUSDT,88888.88,0.0001,sell
1766716037241,BTCUSDT,88892.53,0.00125,sell
1766716317233,BTCUSDT,89262.55,0.00285,buy
1766716317233,BTCUSDT,89262.56,0.00038,buy
1766716329717,BTCUSDT,89337.52,0.00189,buy
1766716330380,BTCUSDT,89346.25,0.0013,buy
1766716331145,BTCUSDT,89354.31,0.00011,buy
1766716331446,BTCUSDT,89365.52,3e-05,buy
1766716331446,BTCUSDT,89365.82,7e-05,buy
1766716365901,BTCUSDT,89410.9,0.01677,buy
1766716386093,BTCUSDT,89066.9,0.0001,sell
1766716506382,BTCUSDT,89071.33,0.0345,sell
1766716506747,BTCUSDT,89400.73,0.03386,buy
1766716535362,BTCUSDT,89400.48,2e-05,buy
1766716732933,BTCUSDT,89166.25,0.00711,sell
1766716732933,BTCUSDT,89166.24,0.00788,sell
1766716732933,BTCUSDT,89166.16,0.0082,sell
1766716771844,BTCUSDT,89023.11,0.00114,sell
1766716793330,BTCUSDT,89023.61,0.00224,sell
1766716809624,BTCUSDT,89024.18,0.03095,sell
1766716813882,BTCUSDT,89123.45,2e-05,buy
1766716827108,BTCUSDT,89199.8,0.00167,buy
1766716972620,BTCUSDT,89200.0,2e-05,buy
1766717106373,BTCUSDT,89234.56,2e-05,buy
1766717146150,BTCUSDT,89299.98,0.00895,buy
1766717495370,BTCUSDT,89293.89,0.00112,buy
1766717802059,BTCUSDT,89067.57,0.00128,sell
1766717840409,BTCUSDT,89299.71,0.00224,buy
1766717940773,BTCUSDT,89298.16,7e-05,buy
1766717975342,BTCUSDT,89297.73,0.00028,buy
1766718074888,BTCUSDT,89297.15,2e-05,buy
1766718110951,BTCUSDT,89297.1,4e-05,buy
1766718200515,BTCUSDT,89296.85,8e-05,buy
1766718290413,BTCUSDT,89293.9,0.00028,buy
1766718320407,BTCUSDT,89292.76,0.00011,buy
1766718395358,BTCUSDT,89291.69,0.00028,buy
1766718410467,BTCUSDT,89291.33,0.00112,buy
1766718545397,BTCUSDT,89288.85,0.00112,buy
1766718665384,BTCUSDT,89287.88,0.00559,buy
1766718665416,BTCUSDT,89287.88,0.00056,buy
1766718681833,BTCUSDT,89287.79,0.00011,buy
1766718767793,BTCUSDT,89287.6,0.00013,buy
1766718770476,BTCUSDT,89287.6,0.00112,buy
1766718834940,BTCUSDT,89081.49,0.02175,sell
1766718835168,BTCUSDT,89081.41,0.02082,sell
1766718943991,BTCUSDT,88979.23,0.00013,sell
1766718976751,BTCUSDT,88945.07,0.00224,sell
1766719105915,BTCUSDT,88900.59,0.00386,sell
1766719106142,BTCUSDT,88900.57,0.00011,sell
1766719114098,BTCUSDT,88900.0,0.0026,sell
1766719141479,BTCUSDT,88870.0,0.00014,sell
1766719158802,BTCUSDT,88870.0,1e-05,sell
1766719158802,BTCUSDT,88839.1,7e-05,sell
1766719158802,BTCUSDT,88813.35,0.00026,sell
1766719158860,BTCUSDT,88813.35,0.00224,sell
